 -0.78700000E+04   0.144190722E+01
 -0.78650000E+04   0.143569269E+01
 -0.78600000E+04   0.144038496E+01
 -0.78550000E+04   0.143243994E+01
 -0.78500000E+04   0.142894654E+01
 -0.78450000E+04   0.143761541E+01
 -0.78400000E+04   0.143317426E+01
 -0.78350000E+04   0.142226216E+01
 -0.78300000E+04   0.142243304E+01
 -0.78250000E+04   0.142166136E+01
 -0.78200000E+04   0.141809843E+01
 -0.78150000E+04   0.141804628E+01
 -0.78100000E+04   0.141712023E+01
 -0.78050000E+04   0.141353079E+01
 -0.78000000E+04   0.140883523E+01
 -0.77950000E+04   0.140674033E+01
 -0.77900000E+04   0.140652261E+01
 -0.77850000E+04   0.140353684E+01
 -0.77800000E+04   0.139956907E+01
 -0.77750000E+04   0.139698396E+01
 -0.77700000E+04   0.139476344E+01
 -0.77650000E+04   0.139347753E+01
 -0.77600000E+04   0.139178791E+01
 -0.77550000E+04   0.138953425E+01
 -0.77500000E+04   0.138675315E+01
 -0.77450000E+04   0.138611515E+01
 -0.77400000E+04   0.138257020E+01
 -0.77350000E+04   0.137848332E+01
 -0.77300000E+04   0.137575375E+01
 -0.77250000E+04   0.137533763E+01
 -0.77200000E+04   0.137400835E+01
 -0.77150000E+04   0.137299713E+01
 -0.77100000E+04   0.136890699E+01
 -0.77050000E+04   0.136229693E+01
 -0.77000000E+04   0.136248467E+01
 -0.76950000E+04   0.135897503E+01
 -0.76900000E+04   0.135724597E+01
