 -0.67600000E+04   0.986424309E+00
 -0.67550000E+04   0.984039229E+00
 -0.67500000E+04   0.982631099E+00
 -0.67450000E+04   0.984215749E+00
 -0.67400000E+04   0.980710799E+00
 -0.67350000E+04   0.978733479E+00
 -0.67300000E+04   0.975452359E+00
 -0.67250000E+04   0.976369559E+00
 -0.67200000E+04   0.971228479E+00
 -0.67150000E+04   0.964455079E+00
 -0.67100000E+04   0.968855239E+00
 -0.67050000E+04   0.970700359E+00
 -0.67000000E+04   0.966977719E+00
 -0.66950000E+04   0.961819469E+00
 -0.66900000E+04   0.962232379E+00
 -0.66850000E+04   0.961247599E+00
 -0.66800000E+04   0.957306819E+00
 -0.66750000E+04   0.957795969E+00
 -0.66700000E+04   0.958679109E+00
 -0.66650000E+04   0.953394679E+00
 -0.66600000E+04   0.952189079E+00
 -0.66550000E+04   0.953070119E+00
 -0.66500000E+04   0.950336749E+00
 -0.66450000E+04   0.948053389E+00
 -0.66400000E+04   0.945634199E+00
 -0.66350000E+04   0.943401999E+00
 -0.66300000E+04   0.943097809E+00
 -0.66250000E+04   0.940675559E+00
 -0.66200000E+04   0.939455709E+00
 -0.66150000E+04   0.936724269E+00
 -0.66100000E+04   0.934623969E+00
 -0.66050000E+04   0.939260899E+00
 -0.66000000E+04   0.930103639E+00
 -0.65950000E+04   0.925803139E+00
 -0.65900000E+04   0.935301949E+00
 -0.65850000E+04   0.928346549E+00
 -0.65800000E+04   0.924508639E+00
 -0.65750000E+04   0.924238009E+00
 -0.65700000E+04   0.923967229E+00
 -0.65650000E+04   0.925377809E+00
 -0.65600000E+04   0.919455589E+00
 -0.65550000E+04   0.917975759E+00
 -0.65500000E+04   0.912766349E+00
 -0.65450000E+04   0.911150279E+00
