 -0.71750000E+04   0.113875447E+01
 -0.71700000E+04   0.113901629E+01
 -0.71650000E+04   0.113193515E+01
 -0.71600000E+04   0.112973737E+01
 -0.71550000E+04   0.113356222E+01
 -0.71500000E+04   0.112895249E+01
 -0.71450000E+04   0.112828249E+01
 -0.71400000E+04   0.112717104E+01
 -0.71350000E+04   0.112200992E+01
 -0.71300000E+04   0.111531001E+01
 -0.71250000E+04   0.111557973E+01
 -0.71200000E+04   0.111751281E+01
 -0.71150000E+04   0.111412409E+01
 -0.71100000E+04   0.111180728E+01
 -0.71050000E+04   0.110877213E+01
 -0.71000000E+04   0.110679470E+01
 -0.70950000E+04   0.110654673E+01
 -0.70900000E+04   0.110470312E+01
 -0.70850000E+04   0.110176379E+01
 -0.70800000E+04   0.110143532E+01
 -0.70750000E+04   0.109814607E+01
 -0.70700000E+04   0.109587566E+01
 -0.70650000E+04   0.109527613E+01
 -0.70600000E+04   0.109404743E+01
 -0.70550000E+04   0.109390338E+01
 -0.70500000E+04   0.109114452E+01
 -0.70450000E+04   0.108686596E+01
 -0.70400000E+04   0.108510783E+01
 -0.70350000E+04   0.108638409E+01
 -0.70300000E+04   0.108127307E+01
 -0.70250000E+04   0.107936608E+01
 -0.70200000E+04   0.108118817E+01
 -0.70150000E+04   0.107422881E+01
 -0.70100000E+04   0.107437101E+01
 -0.70050000E+04   0.107162406E+01
 -0.70000000E+04   0.106924244E+01
 -0.69950000E+04   0.106956499E+01
 -0.69900000E+04   0.106782399E+01
 -0.69850000E+04   0.106711975E+01
 -0.69800000E+04   0.106523391E+01
 -0.69750000E+04   0.105857093E+01
