 -0.79700000E+04   0.149203952E+01
 -0.79650000E+04   0.149289670E+01
 -0.79600000E+04   0.148456084E+01
 -0.79550000E+04   0.148192547E+01
 -0.79500000E+04   0.148453519E+01
 -0.79450000E+04   0.147963723E+01
 -0.79400000E+04   0.148159063E+01
 -0.79350000E+04   0.147916794E+01
 -0.79300000E+04   0.147247400E+01
 -0.79250000E+04   0.147089446E+01
 -0.79200000E+04   0.146815989E+01
 -0.79150000E+04   0.146463367E+01
 -0.79100000E+04   0.146226990E+01
 -0.79050000E+04   0.146157162E+01
 -0.79000000E+04   0.145821609E+01
 -0.78950000E+04   0.145708203E+01
 -0.78900000E+04   0.145350455E+01
 -0.78850000E+04   0.145052417E+01
 -0.78800000E+04   0.145077432E+01
 -0.78750000E+04   0.144903533E+01
 -0.78700000E+04   0.144602179E+01
 -0.78650000E+04   0.144034118E+01
 -0.78600000E+04   0.143486683E+01
 -0.78550000E+04   0.143663290E+01
 -0.78500000E+04   0.143689303E+01
 -0.78450000E+04   0.143069283E+01
 -0.78400000E+04   0.143037171E+01
 -0.78350000E+04   0.142701118E+01
 -0.78300000E+04   0.142134065E+01
 -0.78250000E+04   0.142024661E+01
 -0.78200000E+04   0.141798365E+01
 -0.78150000E+04   0.141791231E+01
 -0.78100000E+04   0.141567090E+01
 -0.78050000E+04   0.141316598E+01
 -0.78000000E+04   0.141123699E+01
 -0.77950000E+04   0.140645233E+01
