  -19950.000       -0.14410834E+02           0.55138E-06
  -19945.000       -0.13998779E+02           0.83254E-06
  -19940.000       -0.13591723E+02           0.12508E-05
  -19935.000       -0.13190668E+02           0.18680E-05
  -19930.000       -0.12794612E+02           0.27757E-05
  -19925.000       -0.12405556E+02           0.40958E-05
  -19920.000       -0.12023501E+02           0.60015E-05
  -19915.000       -0.11645445E+02           0.87589E-05
  -19910.000       -0.11274390E+02           0.12694E-04
  -19905.000       -0.10909334E+02           0.18287E-04
  -19900.000       -0.10548279E+02           0.26239E-04
  -19895.000       -0.10195223E+02           0.37348E-04
  -19890.000       -0.98471675E+01           0.52897E-04
  -19885.000       -0.95061119E+01           0.74396E-04
  -19880.000       -0.91710563E+01           0.10401E-03
  -19875.000       -0.88390008E+01           0.14497E-03
  -19870.000       -0.85159452E+01           0.20025E-03
  -19865.000       -0.81988896E+01           0.27496E-03
  -19860.000       -0.78858341E+01           0.37603E-03
  -19855.000       -0.75807785E+01           0.51016E-03
  -19850.000       -0.72807229E+01           0.68869E-03
  -19845.000       -0.69866674E+01           0.92412E-03
  -19840.000       -0.66986118E+01           0.12326E-02
  -19835.000       -0.64165562E+01           0.16343E-02
  -19830.000       -0.61405006E+01           0.21538E-02
  -19825.000       -0.58704451E+01           0.28216E-02
  -19820.000       -0.56063895E+01           0.36743E-02
  -19815.000       -0.53483339E+01           0.47561E-02
  -19810.000       -0.50982784E+01           0.61073E-02
  -19805.000       -0.48522228E+01           0.78110E-02
  -19800.000       -0.46111672E+01           0.99402E-02
  -19795.000       -0.43791117E+01           0.12536E-01
  -19790.000       -0.41500561E+01           0.15764E-01
  -19785.000       -0.39290005E+01           0.19663E-01
  -19780.000       -0.37149449E+01           0.24357E-01
  -19775.000       -0.35038894E+01           0.30080E-01
  -19770.000       -0.33008338E+01           0.36852E-01
  -19765.000       -0.31047782E+01           0.44834E-01
  -19760.000       -0.29127227E+01           0.54328E-01
  -19755.000       -0.27286671E+01           0.65306E-01
  -19750.000       -0.25486115E+01           0.78190E-01
  -19745.000       -0.23755560E+01           0.92963E-01
  -19740.000       -0.22095004E+01           0.10976E+00
  -19735.000       -0.20484448E+01           0.12894E+00
  -19730.000       -0.18933892E+01           0.15056E+00
  -19725.000       -0.17463337E+01           0.17441E+00
  -19720.000       -0.16022781E+01           0.20144E+00
  -19715.000       -0.14662225E+01           0.23080E+00
  -19710.000       -0.13341670E+01           0.26338E+00
  -19705.000       -0.12111114E+01           0.29787E+00
  -19700.000       -0.10930558E+01           0.33519E+00
  -19695.000       -0.98100026E+00           0.37494E+00
  -19690.000       -0.87394469E+00           0.41730E+00
  -19685.000       -0.77488912E+00           0.46075E+00
  -19680.000       -0.68183355E+00           0.50569E+00
  -19675.000       -0.59377798E+00           0.55224E+00
  -19670.000       -0.51072241E+00           0.60006E+00
  -19665.000       -0.43466684E+00           0.64748E+00
  -19660.000       -0.36561127E+00           0.69377E+00
  -19655.000       -0.30255570E+00           0.73893E+00
  -19650.000       -0.24450013E+00           0.78310E+00
  -19645.000       -0.19244456E+00           0.82494E+00
  -19640.000       -0.14838899E+00           0.86210E+00
  -19635.000       -0.10833342E+00           0.89733E+00
  -19630.000       -0.75277850E-01           0.92749E+00
  -19625.000       -0.49222280E-01           0.95197E+00
  -19620.000       -0.27166710E-01           0.97320E+00
  -19615.000       -0.12111140E-01           0.98796E+00
  -19610.000       -0.30555699E-02           0.99695E+00
  -19605.000        0.00000000E+00           0.10000E+01
  -19600.000       -0.29444301E-02           0.99706E+00
  -19595.000       -0.11888860E-01           0.98818E+00
  -19590.000       -0.25833290E-01           0.97450E+00
  -19585.000       -0.49777720E-01           0.95144E+00
  -19580.000       -0.75722150E-01           0.92707E+00
  -19575.000       -0.10966658E+00           0.89613E+00
  -19570.000       -0.14861101E+00           0.86190E+00
  -19565.000       -0.19355544E+00           0.82402E+00
  -19560.000       -0.24549987E+00           0.78231E+00
  -19555.000       -0.30244430E+00           0.73901E+00
  -19550.000       -0.36538873E+00           0.69393E+00
  -19545.000       -0.43433316E+00           0.64770E+00
  -19540.000       -0.51127759E+00           0.59973E+00
  -19535.000       -0.59122202E+00           0.55365E+00
  -19530.000       -0.67916645E+00           0.50704E+00
  -19525.000       -0.77311088E+00           0.46157E+00
  -19520.000       -0.87205531E+00           0.41809E+00
  -19515.000       -0.97799974E+00           0.37606E+00
  -19510.000       -0.10889442E+01           0.33657E+00
  -19505.000       -0.12058886E+01           0.29943E+00
  -19500.000       -0.13298330E+01           0.26452E+00
  -19495.000       -0.14587775E+01           0.23252E+00
  -19490.000       -0.15937219E+01           0.20317E+00
  -19485.000       -0.17356663E+01           0.17628E+00
  -19480.000       -0.18836108E+01           0.15204E+00
  -19475.000       -0.20365552E+01           0.13048E+00
  -19470.000       -0.21954996E+01           0.11130E+00
  -19465.000       -0.23604440E+01           0.94378E-01
  -19460.000       -0.25313885E+01           0.79548E-01
  -19455.000       -0.27093329E+01           0.66581E-01
  -19450.000       -0.28922773E+01           0.55450E-01
  -19445.000       -0.30802218E+01           0.45949E-01
  -19440.000       -0.32761662E+01           0.37773E-01
  -19435.000       -0.34761106E+01           0.30927E-01
  -19430.000       -0.36830551E+01           0.25146E-01
  -19425.000       -0.38959995E+01           0.20323E-01
  -19420.000       -0.41149439E+01           0.16327E-01
  -19415.000       -0.43398883E+01           0.13038E-01
  -19410.000       -0.45698328E+01           0.10360E-01
  -19405.000       -0.48057772E+01           0.81823E-02
  -19400.000       -0.50477216E+01           0.64240E-02
  -19395.000       -0.52956661E+01           0.50133E-02
  -19390.000       -0.55506105E+01           0.38851E-02
  -19385.000       -0.58105549E+01           0.29958E-02
  -19380.000       -0.60764994E+01           0.22962E-02
  -19375.000       -0.63484438E+01           0.17495E-02
  -19370.000       -0.66253882E+01           0.13263E-02
  -19365.000       -0.69093326E+01           0.99842E-03
  -19360.000       -0.71992771E+01           0.74713E-03
  -19355.000       -0.74942215E+01           0.55629E-03
  -19350.000       -0.77951659E+01           0.41172E-03
  -19345.000       -0.81021104E+01           0.30290E-03
  -19340.000       -0.84150548E+01           0.22151E-03
  -19335.000       -0.87329992E+01           0.16118E-03
  -19330.000       -0.90589437E+01           0.11635E-03
  -19325.000       -0.93898881E+01           0.83565E-04
  -19320.000       -0.97248325E+01           0.59780E-04
  -19315.000       -0.10066777E+02           0.42467E-04
  -19310.000       -0.10413721E+02           0.30018E-04
  -19305.000       -0.10767666E+02           0.21070E-04
  -19300.000       -0.11128610E+02           0.14686E-04
  -19295.000       -0.11493555E+02           0.10196E-04
  -19290.000       -0.11863499E+02           0.70428E-05
  -19285.000       -0.12239444E+02           0.48359E-05
  -19280.000       -0.12624388E+02           0.32908E-05
  -19275.000       -0.13013332E+02           0.22304E-05
  -19270.000       -0.13407277E+02           0.15042E-05
  -19265.000       -0.13808221E+02           0.10073E-05
  -19260.000       -0.14212166E+02           0.67257E-06
  -19255.000       -0.14624110E+02           0.44548E-06
  -19250.000       -0.15043055E+02           0.29301E-06
  -19245.000       -0.15464999E+02           0.19215E-06
  -19240.000       -0.15893943E+02           0.12513E-06
  -19235.000       -0.16327888E+02           0.81075E-07
  -19230.000       -0.16767832E+02           0.52218E-07
  -19225.000       -0.17214777E+02           0.33398E-07
  -19220.000       -0.17666721E+02           0.21254E-07
  -19215.000       -0.18125666E+02           0.13431E-07
  -19210.000       -0.18589610E+02           0.84457E-08
  -19205.000       -0.19057554E+02           0.52894E-08
  -19200.000       -0.19532499E+02           0.32896E-08
  -19195.000       -0.20013443E+02           0.20336E-08
  -19190.000       -0.20500388E+02           0.12497E-08
  -19185.000       -0.20991332E+02           0.76486E-09
  -19180.000       -0.21489277E+02           0.46486E-09
  -19175.000       -0.21993221E+02           0.28084E-09
  -19170.000       -0.22503165E+02           0.16866E-09
  -19165.000       -0.23017110E+02           0.10088E-09
  -19160.000       -0.23538054E+02           0.59917E-10
  -19155.000       -0.24064999E+02           0.35376E-10
  -19150.000       -0.24596943E+02           0.20782E-10
  -19145.000       -0.25133888E+02           0.12148E-10
  -19140.000       -0.25677832E+02           0.70511E-11
  -19135.000       -0.26225776E+02           0.40765E-11
  -19130.000       -0.26781721E+02           0.23380E-11
  -19125.000       -0.27341665E+02           0.13356E-11
  -19120.000       -0.27908610E+02           0.75761E-12
  -19115.000       -0.28479554E+02           0.42804E-12
  -19110.000       -0.29056499E+02           0.24039E-12
  -19105.000       -0.29641443E+02           0.13393E-12
  -19100.000       -0.30228387E+02           0.74469E-13
  -19095.000       -0.30822332E+02           0.41118E-13
  -19090.000       -0.31423276E+02           0.22545E-13
  -19085.000       -0.32028221E+02           0.12312E-13
  -19080.000       -0.32640165E+02           0.66766E-14
  -19075.000       -0.33257110E+02           0.36026E-14
  -19070.000       -0.33879054E+02           0.19343E-14
  -19065.000       -0.34507998E+02           0.10313E-14
  -19060.000       -0.35141943E+02           0.54708E-15
  -19055.000       -0.35779887E+02           0.28906E-15
  -19050.000       -0.36424832E+02           0.15167E-15
  -19045.000       -0.37075776E+02           0.79103E-16
  -19040.000       -0.37731721E+02           0.41051E-16
  -19035.000       -0.38392665E+02           0.21197E-16
  -19030.000       -0.39061609E+02           0.10858E-16
  -19025.000       -0.39733554E+02           0.55455E-17
  -19020.000       -0.40412498E+02           0.28124E-17
  -19015.000       -0.41096443E+02           0.14192E-17
  -19010.000       -0.41785387E+02           0.71259E-18
  -19005.000       -0.42481332E+02           0.35530E-18
  -19000.000       -0.43182276E+02           0.17627E-18
  -18995.000       -0.43888220E+02           0.87014E-19
  -18990.000       -0.44600165E+02           0.42697E-19
  -18985.000       -0.45318109E+02           0.20825E-19
  -18980.000       -0.46040054E+02           0.10117E-19
  -18975.000       -0.46768998E+02           0.48807E-20
  -18970.000       -0.47502943E+02           0.23428E-20
  -18965.000       -0.48242887E+02           0.11178E-20
  -18960.000       -0.48987831E+02           0.53071E-21
  -18955.000       -0.49739776E+02           0.25020E-21
  -18950.000       -0.50495720E+02           0.11749E-21
  -18945.000       -0.51256665E+02           0.54893E-22
  -18940.000       -0.52024609E+02           0.25468E-22
  -18935.000       -0.52796554E+02           0.11769E-22
  -18930.000       -0.53574498E+02           0.54062E-23
  -18925.000       -0.54358442E+02           0.24685E-23
  -18920.000       -0.55148387E+02           0.11204E-23
  -18915.000       -0.55943331E+02           0.50596E-24
  -18910.000       -0.56743276E+02           0.22736E-24
  -18905.000       -0.57549220E+02           0.10155E-24
  -18900.000       -0.58360165E+02           0.45134E-25
  -18895.000       -0.59176109E+02           0.19959E-25
